pais,country_code,year,pib_per_capita_ppc,formacao_bruta_capital_fixo_percent_pib,matricula_ensino_secundario_percent,comercio_percent_pib,investimento_estrangeiro_direto_percent_pib,populacao_total,emprego_industria_percent_emprego_total,valor_agregado_industrial_percent_pib,wgi_control_corruption,wgi_gov_effectiveness,wgi_political_stability,wgi_regulatory_quality,wgi_rule_law,wgi_voice_accountability,icrg_qog,fonte_dados,populacao_total_log,investimento_estrangeiro_direto_percent_pib_log,country_id,fonte_id,time_idx
Armenia,ARM,2019,1.1133877423646676,-0.8275007882677913,0.8427210317956267,0.7097756764870228,-0.5246933736971001,-0.26171322836934274,0.17510784584069394,-0.17203369669100435,0.038858281816333155,-0.025349315557772752,-0.1707698790161436,0.6052741548677444,0.5098008107437664,0.45525684119493454,-0.7259476698980427,ambos,14.90154440197821,3.686601839582973,4,0,22
Armenia,ARM,2020,0.9398802462104882,-0.590280547268059,0.903544678206799,-0.0959882618959963,-0.5724502791204067,-0.2617191947670419,0.08604366357697459,-0.017626645128338177,0.6643918694866419,-0.025349315557772752,-0.1707698790161436,0.6052741548677444,0.5098008107437664,0.42211555088289177,-0.48836934717299396,ambos,14.901206792365823,3.679739362571593,4,0,23
Armenia,ARM,2021,1.0695557178774522,-0.1747870913469871,1.0112120414491539,0.16927693955855383,-0.19157822254869467,-0.2617144216488826,0.12974229531211381,-0.05552011307151893,0.6643918694866419,-0.025349315557772752,-0.7196706271575724,0.6052741548677444,0.5098008107437664,0.4465353663847095,-0.44085368262798336,ambos,14.901476889173537,3.7332024185705035,4,0,24
Armenia,ARM,2022,1.3627796793247027,-0.19111947617756733,1.019358937298162,0.8850669965397745,0.22132092714930943,-0.26167325350475823,0.46596891036556826,-0.13309174768452137,0.6643918694866419,-0.025349315557772752,-0.445220253086858,0.6052741548677444,0.5098008107437664,0.47095518188652663,-0.44085368262798336,ambos,14.903803451016527,3.78810398772789,4,0,25
Armenia,ARM,2023,1.589148497885145,-0.2511356679210646,0.9362018023709111,1.4529428095112324,-0.23366825204871008,-0.2617024888534842,0.3658981236898691,-0.34700605375183785,0.6643918694866419,-0.025349315557772752,-0.9941210012282867,0.8187978076605511,0.5098008107437664,0.43432572027281174,-0.44085368262798336,ambos,14.902151812198879,3.7274327811237047,4,0,26
Azerbaijan,AZE,2018,1.6457342302137286,-0.23654928369307607,1.6260930404587859,0.5303341811669416,-0.1324661881809644,-0.220084054728387,-0.40964447521668307,2.1101063384352963,-0.5866753058539755,-0.025349315557772752,-0.445220253086858,-0.03529680351067694,-0.3186122218076625,-0.920964359434638,-0.7259476698980427,ambos,16.11205464074393,3.741249610209653,5,0,22
Azerbaijan,AZE,2019,1.6934449323788443,-0.18379828663158773,1.6034981387555847,0.3601924579034895,-0.10729534761540295,-0.2195798225260339,-0.3541777998374303,1.8233554007419182,-0.5866753058539755,-0.025349315557772752,-0.445220253086858,-0.03529680351067694,-0.3186122218076625,-0.9035219330922101,-0.7259476698980427,ambos,16.12052110715989,3.7446566708167865,5,0,23
Azerbaijan,AZE,2020,1.5478541416055736,0.002376487201169359,1.0068776371378354,-0.040871793771532626,-0.44568241885732385,-0.21916910764121772,-0.36196451223468945,1.2488783611835705,-0.5866753058539755,-0.025349315557772752,-0.7196706271575724,-0.03529680351067694,-0.3186122218076625,-0.9157315792041079,-0.7259476698980427,ambos,16.127364759733396,3.69785299880816,5,0,24
Azerbaijan,AZE,2021,1.6949202250997686,-0.7776507381667286,1.008509394458294,0.08319400645528353,-1.1985326670365424,-0.21890283327830104,-0.33103345664203737,1.8229293373798627,-0.5866753058539755,-0.025349315557772752,-0.7196706271575724,-0.03529680351067694,-0.3186122218076625,-0.9157315792041079,-0.7259476698980427,ambos,16.131776736655397,3.585126500121907,5,0,25
Azerbaijan,AZE,2022,1.835208210696251,-1.288292639701306,0.9919615493283683,0.3940243902333401,-1.646991731973019,-0.2188789318891181,-0.31233566308258953,2.436024499593269,-0.5866753058539755,-0.025349315557772752,-0.9941210012282867,-0.03529680351067694,-0.18054338304909118,-0.8825908121700873,-0.7259476698980427,ambos,16.132171815278813,3.511393669940984,5,0,26
Azerbaijan,AZE,2023,1.8739412399234923,-0.6355006583808163,1.0565928717622828,0.2938653425116916,-0.5924542152231926,-0.21880612990439272,-0.31720326572472135,1.5738511629372078,-1.212208893524284,-0.025349315557772752,-0.445220253086858,-0.03529680351067694,-0.18054338304909118,-0.8948004582819851,-0.7259476698980427,ambos,16.133374236663716,3.6768508232006774,5,0,27
Burundi,BDI,2019,-1.1490591236318202,-0.09262817618332268,-0.7842470403271538,-0.16115048806531496,-0.46902272017488583,-0.20626847304008514,-1.958934255068799,-0.7933237834277908,-1.212208893524284,-0.025349315557772752,-0.9941210012282867,-0.6758671640231085,-1.1470252543590918,-1.008177537702824,0.12933429191213489,ambos,16.321472073546268,3.6945424940217064,6,0,18
Burundi,BDI,2020,-1.1531160727302152,-0.09262817618332268,-0.6728699288339061,-0.16115048806531496,-0.5386332300612104,-0.2041104269922917,-1.9792180122389569,-0.8946419608515984,-1.212208893524284,-0.025349315557772752,-0.7196706271575724,-0.8893908168159154,-1.1470252543590918,-1.0099216233536599,0.12933429191213489,ambos,16.350558601456896,3.684603600043211,6,0,19
Burundi,BDI,2021,-1.1524043385544973,-0.09262817618332268,-0.6728699288339061,-0.16115048806531496,-0.5396986012111272,-0.2020314655460009,-1.9823766163277754,-0.8267921946132845,-1.212208893524284,-0.025349315557772752,-0.9941210012282867,-0.8893908168159154,-1.1470252543590918,-1.0116662322825187,0.12933429191213489,ambos,16.377801153278895,3.68445071768841,6,0,20
Burundi,BDI,2022,-1.1530438503979668,-0.09262817618332268,-0.6728699288339061,-0.16115048806531496,-0.5440750683463369,-0.1999097190618093,-1.9810996360846482,-0.8444628674096679,-1.212208893524284,-0.025349315557772752,-0.9941210012282867,-0.8893908168159154,-1.1470252543590918,-1.0116662322825187,0.12933429191213489,ambos,16.404859652111583,3.683822442770107,6,0,21
Burundi,BDI,2023,-1.1523105193176169,-0.09262817618332268,-0.6728699288339061,-0.16115048806531496,-0.4801425807900486,-0.1977119785701232,-1.9799980641313226,-0.742234751563772,-1.212208893524284,-0.025349315557772752,-0.9941210012282867,-1.1029144696087223,-1.1470252543590918,-1.0116662322825187,0.12933429191213489,ambos,16.43213609419609,3.6929614300257807,6,0,22
Benin,BEN,2018,-0.8359789638447361,0.39413521729534345,-0.2975271025518354,-0.3379635503147827,-0.4154413205371011,-0.2055047085042154,-0.05027301116635564,-1.0361947682884873,0.038858281816333155,-0.025349315557772752,0.6525812431959995,-0.6758671640231085,-0.45668106056623414,0.4901416938797909,0.12933429191213489,ambos,16.33186322484685,3.7021260533952027,7,0,22
Benin,BEN,2019,-0.8172234733014587,0.3060333120529264,-0.2975271025518354,-0.28314853368498066,-0.38823773475735485,-0.20345579980313536,0.0016199327046815223,-0.8964348447848113,0.038858281816333155,-0.025349315557772752,0.3781308691252851,-0.8893908168159154,-0.594749899324806,0.3767651377369746,0.12933429191213489,ambos,16.359217106951007,3.70595437054324,7,0,23
Benin,BEN,2020,-0.8117372932939902,0.31006245448432895,-0.7064755313258976,-0.8309127763654157,-0.45942833655465976,-0.20140685530366914,0.022893156995295684,-0.8982763436630363,0.6643918694866419,-0.025349315557772752,0.3781308691252851,-0.8893908168159154,-0.594749899324806,0.2878078738179527,0.12933429191213489,ambos,16.385843092401814,3.695904653897605,7,0,24
Benin,BEN,2021,-0.7898808148903037,0.7026501769953122,-0.6960633595946768,-0.7372857039872989,-0.31127033967997625,-0.199358901226221,0.038313913160748794,-0.8834812629944404,0.6643918694866419,-0.025349315557772752,0.3781308691252851,-0.6758671640231085,-0.594749899324806,0.2197817308210536,0.12933429191213489,ambos,16.411766107194964,3.7167071434339647,7,0,25
Benin,BEN,2022,-0.7713666929506743,0.9794945079066076,-0.7218524490209827,-0.844038371223255,-0.275992279056242,-0.19729402644489796,0.07507852950349364,-0.8374335335167381,0.6643918694866419,-0.025349315557772752,0.3781308691252851,-0.6758671640231085,-0.594749899324806,0.2354800715126457,0.12933429191213489,ambos,16.437240197954065,3.7215973052077085,7,0,26
