pais,country_code,year,pib_per_capita_ppc,formacao_bruta_capital_fixo_percent_pib,matricula_ensino_secundario_percent,comercio_percent_pib,investimento_estrangeiro_direto_percent_pib,populacao_total,emprego_industria_percent_emprego_total,valor_agregado_industrial_percent_pib,wgi_control_corruption,wgi_gov_effectiveness,wgi_political_stability,wgi_regulatory_quality,wgi_rule_law,wgi_voice_accountability,icrg_qog,populacao_total_log,investimento_estrangeiro_direto_percent_pib_log,country_id,time_idx
Mozambique,MOZ,2019,-1.0719220135302647,-0.09153061916490066,-0.9470062614868817,0.9181462683013618,3.042273806566599,-0.0954778799160652,-1.4462867695727857,-0.24502551711690745,-0.6042661977638185,-0.051478348695809785,-0.46076725476793157,0.3821728709348875,-0.7425752468575356,-0.3143015190182055,0.12955447154404823,17.21284652729384,4.110166150267077,77,23
Mozambique,MOZ,2020,-1.081336482935011,-0.09153061916490066,-0.9470062614868817,0.7532952818379102,3.1454494608205055,-0.09003955071986981,-1.4960972238924042,-0.42256320107286577,-0.6042661977638185,-0.051478348695809785,-0.46076725476793157,0.3821728709348875,-0.7425752468575356,-0.3387438392522532,0.12955447154404823,17.24249552974581,4.120127478851119,77,24
Mozambique,MOZ,2021,-1.0826698439861362,-0.09153061916490066,-0.9470062614868817,1.1062754356288498,4.896663237811363,-0.08445122584101351,-1.5237066207765448,-0.4069922366159772,-0.6042661977638185,-0.051478348695809785,-0.46076725476793157,0.3821728709348875,-0.7425752468575356,-0.3387438392522532,0.12955447154404823,17.272073296900817,4.275622061504346,77,25
Mozambique,MOZ,2022,-1.0797554073157163,-0.09153061916490066,-0.9470062614868817,1.7790330509808219,2.06505301383298,-0.0787157474811916,-1.5418008297099441,-0.29873486873622634,-0.6042661977638185,-0.051478348695809785,-0.46076725476793157,0.3821728709348875,-0.7425752468575356,-0.3387438392522532,0.24957405403467642,17.301546727697428,4.010545256296995,77,26
Mozambique,MOZ,2023,-1.0744139558862718,-0.09153061916490066,-0.9470062614868817,0.9317008744294969,1.5278274864232435,-0.07279602188466139,-1.5383472360039663,-0.4430267468704191,-0.6042661977638185,-0.051478348695809785,-0.46076725476793157,0.3821728709348875,-0.7425752468575356,-0.3387438392522532,0.8496719664878116,17.331082536110927,3.9512333179120196,77,27
Mauritania,MRT,2018,-0.37823179886129304,1.254401354512716,-1.009021775334898,0.4413001148414937,1.1076609187691977,-0.24996481574316606,-0.5012720478479015,-0.2660897572621505,0.0023200212374607228,-0.051478348695809785,-0.1915646424211279,0.3821728709348875,-0.4715140573618222,-1.1575736138370591,0.12955447154404823,15.282851584162232,3.9022621330199114,78,22
Mauritania,MRT,2019,-0.376945958293915,1.0499983812084408,-0.9347549773070439,0.5671478302600967,-2.533043820563526,-0.24917853576225082,-0.48486782613923735,0.14678632131533573,-0.6042661977638185,-0.051478348695809785,-0.46076725476793157,0.3821728709348875,-0.4715140573618222,-1.140114215073896,0.12955447154404823,15.312386307238194,3.3315228084285984,78,23
Mauritania,MRT,2020,-0.4067912543506829,0.2572204691038247,-0.9909675698312769,0.3725599853226941,1.258330199603804,-0.24837774241097654,-0.48086985987754005,0.5667087083877157,0.0023200212374607228,-0.051478348695809785,-0.46076725476793157,0.3821728709348875,-0.33598346261396533,-1.140114215073896,0.12955447154404823,15.341595556699785,3.920099961955326,78,24
Mauritania,MRT,2021,-0.42579110556037564,0.6962741358371961,-0.9909675698312769,0.4169464773273695,1.3212120748810408,-0.24756291946835515,-0.4654488601077152,0.4365549171932622,0.0023200212374607228,-0.051478348695809785,0.07763796992567584,0.3821728709348875,-0.06492227311825187,-0.24795695601546053,0.12955447154404823,15.370465885098625,3.927451492131395,78,25
Mauritania,MRT,2022,-0.39328773983523885,0.8728478927778608,-0.9909675698312769,0.8147626216915042,1.8385173788916365,-0.24671169215508312,-0.4369535851066116,0.1916321829256203,0.0023200212374607228,-0.051478348695809785,0.07763796992567584,0.3821728709348875,-0.06492227311825187,-0.24795695601546053,0.12955447154404823,15.39976152564599,3.9859623393060297,78,26
Mauritania,MRT,2023,-0.359806786711817,0.17179663999174877,-0.9909675698312769,0.528835018990205,0.6963089585538202,-0.24582393347916978,-0.3941886143474249,0.34127408039003587,0.0023200212374607228,-0.051478348695809785,0.07763796992567584,0.5952241010644648,-0.06492227311825187,-0.22875182688457663,0.12955447154404823,15.4294268275707,3.8518766800108066,78,27
Mauritius,MUS,2018,2.4972581592384038,-0.5836831028233777,1.015636713309774,1.438586282769693,-0.12029228844232724,-0.26854258290443384,0.8105541735745575,-0.789860414316093,0.60890624023874,1.1376896013079765,1.4236510316596944,1.8735308852987191,1.6969754586038857,1.7930061147308098,0.12955447154404823,14.051039492785021,3.7436385531356597,79,22
Mauritius,MUS,2019,2.6058242321932203,-0.45803503584324706,1.0778881280990908,1.5662303885142514,-0.1281639584018403,-0.2685401156314728,0.784521225668094,-0.8454972508031553,0.60890624023874,1.1376896013079765,1.4236510316596944,1.8735308852987191,1.6969754586038857,1.7930061147308098,0.12955447154404823,14.051361823173297,3.7425360188971024,79,23
Mauritius,MUS,2020,2.037403967686624,-0.6901964862662071,0.9462566901739771,1.3685935372107554,-0.3124131151161635,-0.26853994026158096,0.7706833984559485,-0.8667593330281175,0.60890624023874,1.1376896013079765,1.4236510316596944,1.8735308852987191,1.6969754586038857,1.7790387004745771,0.12955447154404823,14.0513847299573,3.716375982283184,79,24
Mauritius,MUS,2021,2.150172579013655,-0.39156280592258547,0.9462566901739771,1.7765226353105479,-0.2618035185843828,-0.26853800514553305,0.5977952155663205,-0.7329240974514343,1.2154924592400194,1.1376896013079765,1.4236510316596944,1.8735308852987191,1.6969754586038857,1.7685632707252745,0.12955447154404823,14.051637459636613,3.723630065289574,79,25
Mauritius,MUS,2022,2.4615308817235193,-0.34619884436188775,0.9462566901739771,2.1381432044498485,0.07264335279673403,-0.2685610511682157,0.6879604597515194,-0.7293380580164052,1.2154924592400194,1.1376896013079765,1.1544484193128908,1.8735308852987191,1.6969754586038857,1.7790387004745771,0.12955447154404823,14.048623449851956,3.770288628320251,79,26
Mauritius,MUS,2023,2.6938769982722794,-0.28211628889143064,0.9462566901739771,2.128214408497487,0.2720975397123772,-0.2686449626378417,0.4655804430315311,-0.7482182449654783,1.2154924592400194,1.1376896013079765,1.1544484193128908,1.6604796551691425,1.6969754586038857,1.7790387004745771,0.12955447154404823,14.03757192392709,3.7971122429505537,79,27
