pais,country_code,year,pib_per_capita_ppc,formacao_bruta_capital_fixo_percent_pib,matricula_ensino_secundario_percent,comercio_percent_pib,investimento_estrangeiro_direto_percent_pib,populacao_total,emprego_industria_percent_emprego_total,valor_agregado_industrial_percent_pib,wgi_control_corruption,wgi_gov_effectiveness,wgi_political_stability,wgi_regulatory_quality,wgi_rule_law,wgi_voice_accountability,icrg_qog,populacao_total_log,investimento_estrangeiro_direto_percent_pib_log,pib_per_capita_ppc_lag1,pib_per_capita_ppc_lag2,pib_per_capita_ppc_lag3,formacao_bruta_capital_fixo_percent_pib_lag1,formacao_bruta_capital_fixo_percent_pib_lag2,formacao_bruta_capital_fixo_percent_pib_lag3,matricula_ensino_secundario_percent_lag1,matricula_ensino_secundario_percent_lag2,matricula_ensino_secundario_percent_lag3,comercio_percent_pib_lag1,comercio_percent_pib_lag2,comercio_percent_pib_lag3,investimento_estrangeiro_direto_percent_pib_lag1,investimento_estrangeiro_direto_percent_pib_lag2,investimento_estrangeiro_direto_percent_pib_lag3,populacao_total_lag1,populacao_total_lag2,populacao_total_lag3,emprego_industria_percent_emprego_total_lag1,emprego_industria_percent_emprego_total_lag2,emprego_industria_percent_emprego_total_lag3,valor_agregado_industrial_percent_pib_lag1,valor_agregado_industrial_percent_pib_lag2,valor_agregado_industrial_percent_pib_lag3,wgi_control_corruption_lag1,wgi_control_corruption_lag2,wgi_control_corruption_lag3,wgi_gov_effectiveness_lag1,wgi_gov_effectiveness_lag2,wgi_gov_effectiveness_lag3,wgi_political_stability_lag1,wgi_political_stability_lag2,wgi_political_stability_lag3,wgi_regulatory_quality_lag1,wgi_regulatory_quality_lag2,wgi_regulatory_quality_lag3,wgi_rule_law_lag1,wgi_rule_law_lag2,wgi_rule_law_lag3,wgi_voice_accountability_lag1,wgi_voice_accountability_lag2,wgi_voice_accountability_lag3,icrg_qog_lag1,icrg_qog_lag2,icrg_qog_lag3,pib_per_capita_ppc_ma3,pib_per_capita_ppc_ma5,formacao_bruta_capital_fixo_percent_pib_ma3,formacao_bruta_capital_fixo_percent_pib_ma5,matricula_ensino_secundario_percent_ma3,matricula_ensino_secundario_percent_ma5,comercio_percent_pib_ma3,comercio_percent_pib_ma5,investimento_estrangeiro_direto_percent_pib_ma3,investimento_estrangeiro_direto_percent_pib_ma5,populacao_total_ma3,populacao_total_ma5,emprego_industria_percent_emprego_total_ma3,emprego_industria_percent_emprego_total_ma5,valor_agregado_industrial_percent_pib_ma3,valor_agregado_industrial_percent_pib_ma5,wgi_control_corruption_ma3,wgi_control_corruption_ma5,wgi_gov_effectiveness_ma3,wgi_gov_effectiveness_ma5,wgi_political_stability_ma3,wgi_political_stability_ma5,wgi_regulatory_quality_ma3,wgi_regulatory_quality_ma5,wgi_rule_law_ma3,wgi_rule_law_ma5,wgi_voice_accountability_ma3,wgi_voice_accountability_ma5,icrg_qog_ma3,icrg_qog_ma5,pib_per_capita_ppc_diff1,formacao_bruta_capital_fixo_percent_pib_diff1,matricula_ensino_secundario_percent_diff1,comercio_percent_pib_diff1,investimento_estrangeiro_direto_percent_pib_diff1,populacao_total_diff1,emprego_industria_percent_emprego_total_diff1,valor_agregado_industrial_percent_pib_diff1,wgi_control_corruption_diff1,wgi_gov_effectiveness_diff1,wgi_political_stability_diff1,wgi_regulatory_quality_diff1,wgi_rule_law_diff1,wgi_voice_accountability_diff1,icrg_qog_diff1,country_id
Afghanistan,AFG,2019,2927.2451435353,11.4556283331357,57.3578491210938,46.7098945514103,0.124495985291258,37856121,18.6092921833009,14.0581123697768,0.0,0.0,0.125,0.1428571,0.075,0.095,0.4444444444444444,17.449303268493857,3.671151977297914,2902.39211285546,2952.99891598909,2958.7853992308,11.4556283331357,11.4556283331357,11.4556283331357,57.3578491210938,55.5364303588867,53.4350395202637,46.7098945514103,46.7098945514103,46.7098945514103,0.661572217787196,0.274796791572807,0.516606084523093,36743039.0,35688935.0,34700612.0,19.3764202039082,20.1948976002105,21.3484268966527,13.3872469597976,10.0518739969063,10.4668076938201,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.1428571,0.1428571,0.1428571,0.075,0.075,0.075,0.0989999999999999,0.0849999999999999,0.0849999999999999,0.4444444444444444,0.4444444444444444,0.4444444444444444,2927.545390793284,2941.8227277527303,11.4556283331357,11.4556283331357,56.75070953369143,55.36745529174806,46.7098945514103,46.7098945514103,0.35362166488375363,0.4922943085071167,36762698.333333336,35764094.2,19.3935366624732,20.429636159846645,12.499077775493566,14.01761670219868,0.0,0.0,0.0,0.0,0.125,0.125,0.1428571,0.1428571,0.075,0.075,0.09299999999999993,0.09126665999999993,0.4444444444444444,0.4444444444444444,24.85303067984023,0.0,0.0,0.0,-0.5370762324959379,1113082.0,-0.7671280206072986,0.6708654099792,0.0,0.0,0.0,0.0,0.0,-0.0039999999999998925,0.0,0
Afghanistan,AFG,2020,2769.68574507111,11.4556283331357,57.3578491210938,46.7098945514103,0.0649939571808755,39068979,18.4813133384578,12.9525996015547,0.0,0.0,0.125,0.1428571,0.075,0.095,0.4444444444444444,17.480839359703,3.669636673452606,2927.2451435353,2902.39211285546,2952.99891598909,11.4556283331357,11.4556283331357,11.4556283331357,57.3578491210938,57.3578491210938,55.5364303588867,46.7098945514103,46.7098945514103,46.7098945514103,0.124495985291258,0.661572217787196,0.274796791572807,37856121.0,36743039.0,35688935.0,18.6092921833009,19.3764202039082,20.1948976002105,14.0581123697768,13.3872469597976,10.0518739969063,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.1428571,0.1428571,0.1428571,0.075,0.075,0.075,0.095,0.0989999999999999,0.0849999999999999,0.4444444444444444,0.4444444444444444,0.4444444444444444,2866.4410004872902,2902.221463336352,11.4556283331357,11.4556283331357,57.3578491210938,56.209003448486364,46.7098945514103,46.7098945514103,0.28368738675310984,0.3284930072710459,37889379.666666664,36811537.2,18.822341908555632,19.60207004450602,13.465986310376367,12.1833281243711,0.0,0.0,0.0,0.0,0.125,0.125,0.1428571,0.1428571,0.075,0.075,0.09633333333333331,0.09179999999999992,0.4444444444444444,0.4444444444444444,-157.55939846419005,0.0,0.0,0.0,-0.05950202811038249,1212858.0,-0.12797884484310273,-1.1055127682221002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Afghanistan,AFG,2021,2144.16657002819,12.9867036666422,57.3578491210938,51.4117163747271,0.144466946606861,40000412,19.6166325981684,14.2736570191788,0.125,0.0,0.1875,0.1428571,0.075,0.0106667,0.4444444444444444,17.504400337024908,3.6716600520252527,2769.68574507111,2927.2451435353,2902.39211285546,11.4556283331357,11.4556283331357,11.4556283331357,57.3578491210938,57.3578491210938,57.3578491210938,46.7098945514103,46.7098945514103,46.7098945514103,0.0649939571808755,0.124495985291258,0.661572217787196,39068979.0,37856121.0,36743039.0,18.4813133384578,18.6092921833009,19.3764202039082,12.9525996015547,14.0581123697768,13.3872469597976,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.1428571,0.1428571,0.1428571,0.075,0.075,0.075,0.095,0.095,0.0989999999999999,0.4444444444444444,0.4444444444444444,0.4444444444444444,2613.6991528782,2739.29769749583,11.965986777637866,11.761843399837,57.3578491210938,56.993565368652376,48.2771684925159,47.65025891607366,0.11131896302633149,0.2540651796877995,38975170.666666664,37871497.2,18.902412706642366,19.25571118480916,13.7614563301701,12.94469798944284,0.041666666666666664,0.025,0.0,0.0,0.14583333333333334,0.1375,0.1428571,0.1428571,0.075,0.075,0.0668889,0.07693333999999996,0.4444444444444444,0.4444444444444444,-625.5191750429199,1.5310753335065002,0.0,4.7018218233167985,0.07947298942598549,931433.0,1.1353192597106023,1.3210574176241003,0.125,0.0,0.0625,0.0,0.0,-0.0843333,0.0,0
Afghanistan,AFG,2022,1981.71016810561,16.6684717100358,57.3578491210938,72.8854696086536,0.1047304518938682,40578842,19.0365082146219,16.0503677223963,0.125,0.0,0.125,0.2857143,0.15,0.0106667,0.4444444444444444,17.51875738037342,3.670648874496448,2144.16657002819,2769.68574507111,2927.2451435353,12.9867036666422,11.4556283331357,11.4556283331357,57.3578491210938,57.3578491210938,57.3578491210938,51.4117163747271,46.7098945514103,46.7098945514103,0.144466946606861,0.0649939571808755,0.124495985291258,40000412.0,39068979.0,37856121.0,19.6166325981684,18.4813133384578,18.6092921833009,14.2736570191788,12.9525996015547,14.0581123697768,0.125,0.0,0.0,0.0,0.0,0.0,0.1875,0.125,0.125,0.1428571,0.1428571,0.1428571,0.075,0.075,0.075,0.0106667,0.095,0.095,0.4444444444444444,0.4444444444444444,0.4444444444444444,2298.52082773497,2545.0399479191337,13.703601236604564,12.80441207521702,57.3578491210938,57.3578491210938,57.002360178263665,52.88537392752232,0.10473045189386825,0.22005191175201175,39882744.333333336,38849478.6,19.044818050416033,19.02403330769144,14.425541447709932,14.14439673454084,0.08333333333333333,0.05,0.0,0.0,0.14583333333333334,0.1375,0.19047616666666664,0.17142854,0.09999999999999999,0.09,0.0387778,0.06206667999999997,0.4444444444444444,0.4444444444444444,-162.4564019225802,3.6817680433935998,0.0,21.473753233926494,-0.03973649471299279,578430.0,-0.5801243835465009,1.776710703217498,0.0,0.0,-0.0625,0.1428572,0.075,0.0,0.0,0
Afghanistan,AFG,2023,1983.81261992909,15.2435765521019,59.6136016845703,67.5846651516385,0.1047304518938682,41454761,19.2101817019298,13.4498227120978,0.125,0.0,0.1875,0.2857143,0.15,0.0086667,0.4444444444444444,17.54011331835086,3.670648874496448,1981.71016810561,2144.16657002819,2769.68574507111,16.6684717100358,12.9867036666422,11.4556283331357,57.3578491210938,57.3578491210938,57.3578491210938,72.8854696086536,51.4117163747271,46.7098945514103,0.1047304518938682,0.144466946606861,0.0649939571808755,40578842.0,40000412.0,39068979.0,19.0365082146219,19.6166325981684,18.4813133384578,16.0503677223963,14.2736570191788,12.9525996015547,0.125,0.125,0.0,0.0,0.0,0.0,0.125,0.1875,0.125,0.2857143,0.1428571,0.1428571,0.15,0.075,0.075,0.0106667,0.0106667,0.095,0.4444444444444444,0.4444444444444444,0.4444444444444444,2036.5631193542968,2361.3240493338603,14.966250642926633,13.56200171901026,58.10976664225263,57.8089996337891,63.960617045006394,57.060328047567964,0.11797595013153246,0.10868355857334618,40678005.0,39791823.0,19.287774171573364,18.99078560729576,14.591282484557633,14.15691188500088,0.125,0.075,0.0,0.0,0.16666666666666666,0.15,0.23809523333333335,0.19999998,0.125,0.10500000000000001,0.010000033333333333,0.04400002,0.4444444444444444,0.4444444444444444,2.1024518234801235,-1.4248951579339,2.2557525634764986,-5.30080445701509,0.0,875919.0,0.173673487307898,-2.6005450102984984,0.0,0.0,0.0625,0.0,0.0,-0.002,0.0,0
Angola,AGO,2019,9648.01103767178,24.5904860348098,54.4167987304753,60.7148243336685,-5.07649440156737,32375632,6.91048084459406,42.2251045134162,0.125,0.25,0.625,0.2857143,0.25,0.2073333,0.3842592592592592,17.292916629916387,3.52918473373803,10000.9443772509,10414.2358842987,10805.7122533667,24.159251809913,29.1318691032117,30.0761762522923,54.4167987304753,54.4167987304753,54.4167987304753,58.916480075976,45.6643423539921,47.0155661405313,-7.21246216123288,-8.76696380208172,-0.299804386002375,31297155.0,30234839.0,29183070.0,6.91352320117387,6.97317514233434,6.9647108250222,41.1891594014386,37.0989345106935,37.3943513261608,0.125,0.0,0.0,0.25,0.25,0.25,0.625,0.5625,0.5,0.2857143,0.2857143,0.2857143,0.25,0.25,0.25,0.204,0.204,0.1966667,0.3402777777777778,0.3194444444444445,0.3194444444444445,10021.063766407127,10452.361897416256,25.9605356493115,27.40598079058848,54.4167987304753,49.470829341035184,55.0985489212122,53.45811875643028,-7.018640121627321,-2.3152418601279074,31302542.0,30249698.8,6.932393062700757,6.948025984448739,40.17106614184943,38.92828677732338,0.08333333333333333,0.05,0.25,0.25,0.6041666666666666,0.5625,0.2857143,0.29285715999999995,0.25,0.25,0.2051111,0.20139999999999997,0.3479938271604938,0.336574074074074,-352.93333957912,0.4312342248968015,0.0,1.7983442576925057,2.13596775966551,1078477.0,-0.0030423565798098906,1.0359451119775969,0.0,0.0,0.0,0.0,0.0,0.0033333000000000113,0.0439814814814814,1
Angola,AGO,2020,8960.33797242389,19.551921802528,54.4167987304753,54.3442286847189,-3.17143620765821,33451132,6.22112630329174,36.7098511285088,0.125,0.25,0.625,0.2857143,0.25,0.2053333,0.3958333333333333,17.325596215414812,3.583552744175354,9648.01103767178,10000.9443772509,10414.2358842987,24.5904860348098,24.159251809913,29.1318691032117,54.4167987304753,54.4167987304753,54.4167987304753,60.7148243336685,58.916480075976,45.6643423539921,-5.07649440156737,-7.21246216123288,-8.76696380208172,32375632.0,31297155.0,30234839.0,6.91048084459406,6.91352320117387,6.97317514233434,42.2251045134162,41.1891594014386,37.0989345106935,0.125,0.125,0.0,0.25,0.25,0.25,0.625,0.625,0.5625,0.2857143,0.2857143,0.2857143,0.25,0.25,0.25,0.2073333,0.204,0.204,0.3842592592592592,0.3402777777777778,0.3194444444444445,9536.431129115525,9965.848305002393,22.767219882416935,25.50194100055096,54.4167987304753,54.4167987304753,57.991844364787795,53.33108831777736,-5.153464256819484,-4.905432191708509,32374639.666666668,31308365.6,6.681710116353223,6.7966032632832425,40.0413716811212,38.92348017604358,0.125,0.075,0.25,0.25,0.625,0.5875,0.2857143,0.2857143,0.25,0.25,0.20555553333333332,0.20346666,0.37345679012345673,0.35185185185185186,-687.6730652478909,-5.0385642322818,0.0,-6.370595648949603,1.9050581939091598,1075500.0,-0.6893545413023201,-5.515253384907396,0.0,0.0,0.0,0.0,0.0,-0.0020000000000000018,0.011574074074074125,1
Angola,AGO,2021,8862.28133314521,15.959365647445,53.1351542727131,61.5262136695806,-5.47403409372737,34532429,5.71757267555681,38.1721950958541,0.125,0.25,0.625,0.2857143,0.25,0.1956667,0.375,17.357409440478254,3.5174568614563446,8960.33797242389,9648.01103767178,10000.9443772509,19.551921802528,24.5904860348098,24.159251809913,54.4167987304753,54.4167987304753,54.4167987304753,54.3442286847189,60.7148243336685,58.916480075976,-3.17143620765821,-5.07649440156737,-7.21246216123288,33451132.0,32375632.0,31297155.0,6.22112630329174,6.91048084459406,6.91352320117387,36.7098511285088,42.2251045134162,41.1891594014386,0.125,0.125,0.125,0.25,0.25,0.25,0.625,0.625,0.625,0.2857143,0.2857143,0.2857143,0.25,0.25,0.25,0.2053333,0.2073333,0.204,0.3958333333333333,0.3842592592592592,0.3402777777777778,9156.876781080295,9577.162120958095,20.0339244949276,22.6785788795815,53.98958391122124,54.16046983892286,58.86175556265601,56.233217823587225,-4.573988234317648,-5.940278133253509,33453064.333333332,32378237.4,6.283059941147537,6.547175633390164,39.03571691259304,39.07904892998224,0.125,0.1,0.25,0.25,0.625,0.6125,0.2857143,0.2857143,0.25,0.25,0.20277776666666666,0.20326666,0.38503086419753085,0.362962962962963,-98.05663927867863,-3.592556155082999,-1.281644457762198,7.1819849848617,-2.3025978860691603,1081297.0,-0.50355362773493,1.4623439673452978,0.0,0.0,0.0,0.0,0.0,-0.009666599999999997,-0.020833333333333315,1
Angola,AGO,2022,8950.14259255142,14.1370359060667,53.1351542727131,55.2547732713835,-5.02899288556058,35635029,7.02747877022109,34.9333591780179,0.125,0.25,0.625,0.3214286,0.25,0.2153332999999999,0.4189814814814814,17.388839700786704,3.530576927452759,8862.28133314521,8960.33797242389,9648.01103767178,15.959365647445,19.551921802528,24.5904860348098,53.1351542727131,54.4167987304753,54.4167987304753,61.5262136695806,54.3442286847189,60.7148243336685,-5.47403409372737,-3.17143620765821,-5.07649440156737,34532429.0,33451132.0,32375632.0,5.71757267555681,6.22112630329174,6.91048084459406,38.1721950958541,36.7098511285088,42.2251045134162,0.125,0.125,0.125,0.25,0.25,0.25,0.625,0.625,0.625,0.2857143,0.2857143,0.2857143,0.25,0.25,0.25,0.1956667,0.2053333,0.2073333,0.375,0.3958333333333333,0.3842592592592592,8924.253966040174,9284.34346260864,16.549441118679898,19.6796122401525,53.56236909196716,53.90414094737042,57.04173854189434,58.15130400706549,-4.558154395648718,-5.19268394994928,34539530.0,33458275.4,6.32205924968988,6.558036358967513,36.60513513412693,38.64593386344713,0.125,0.125,0.25,0.25,0.625,0.625,0.29761906666666665,0.29285715999999995,0.25,0.25,0.2054444333333333,0.20553331999999996,0.39660493827160487,0.3828703703703703,87.86125940620877,-1.8223297413783008,0.0,-6.2714403981971,0.44504120816679027,1102600.0,1.3099060946642798,-3.238835917836198,0.0,0.0,0.0,0.03571430000000003,0.0,0.019666599999999895,0.0439814814814814,1
Angola,AGO,2023,8788.26106439635,12.2907549674003,51.4839046246776,53.033483632308,-1.97786390222726,36749906,7.06703901240925,35.1292267229987,0.125,0.25,0.5,0.3214286,0.1999999999999999,0.2226667,0.4444444444444445,17.419646253007674,3.616168679744884,8950.14259255142,8862.28133314521,8960.33797242389,14.1370359060667,15.959365647445,19.551921802528,53.1351542727131,53.1351542727131,54.4167987304753,55.2547732713835,61.5262136695806,54.3442286847189,-5.02899288556058,-5.47403409372737,-3.17143620765821,35635029.0,34532429.0,33451132.0,7.02747877022109,5.71757267555681,6.22112630329174,34.9333591780179,38.1721950958541,36.7098511285088,0.125,0.125,0.125,0.25,0.25,0.25,0.625,0.625,0.625,0.3214286,0.2857143,0.2857143,0.25,0.25,0.25,0.2153332999999999,0.1956667,0.2053333,0.4189814814814814,0.375,0.3958333333333333,8866.89499669766,9041.80680003773,14.129052173637334,17.30591287164996,52.58473772336794,53.31756212621087,56.604823524424035,56.97470471833189,-4.160296960505067,-4.145764298148157,35639121.333333336,34548825.6,6.60403015272905,6.58873952121459,36.078260332290235,37.43394732775914,0.125,0.125,0.25,0.25,0.5833333333333334,0.6,0.30952383333333333,0.30000002,0.2333333333333333,0.24,0.21122223333333331,0.20926666,0.4128086419753087,0.4037037037037036,-161.88152815506874,-1.8462809386663999,-1.6512496480355026,-2.2212896390755006,3.05112898333332,1114877.0,0.03956024218816001,0.19586754498079983,0.0,0.0,-0.125,0.0,-0.0500000000000001,0.007333400000000101,0.025462962962963076,1
