pais,country_code,year,pib_per_capita_ppc,formacao_bruta_capital_fixo_percent_pib,matricula_ensino_secundario_percent,comercio_percent_pib,investimento_estrangeiro_direto_percent_pib,populacao_total,emprego_industria_percent_emprego_total,valor_agregado_industrial_percent_pib,wgi_control_corruption,wgi_gov_effectiveness,wgi_political_stability,wgi_regulatory_quality,wgi_rule_law,wgi_voice_accountability,icrg_qog,populacao_total_log,investimento_estrangeiro_direto_percent_pib_log,pib_per_capita_ppc_d1
Bosnia and Herzegovina,BIH,2021,18286.7373324233,21.6266831748561,85.6761474609375,96.7391144408744,3.24230818475028,3244907.0,30.5916583116454,24.7993812228801,0.25,0.0,0.3125,0.4642856999999999,0.3999999999999999,0.3346667,0.4444444444444444,14.992597556408715,3.7475011636488254,1539.6324906707996
Bosnia and Herzegovina,BIH,2022,19298.1971056448,22.5774492481444,87.0373992919922,110.205284377387,3.7882728069108,3204802.0,30.6730012464237,24.6632482599279,0.25,0.0,0.3125,0.4642856999999999,0.3999999999999999,0.3333333,0.4444444444444444,14.980161179989109,3.7602910058582495,1011.459773221497
Bosnia and Herzegovina,BIH,2023,19805.0002774731,23.7931849176387,87.8663787841797,99.6330317954442,4.0920266922729,3185073.0,30.6296289316473,23.721885700131,0.25,0.0,0.375,0.4642856999999999,0.3999999999999999,0.3333333,0.4444444444444444,14.973986080627446,3.7673365960513303,506.80317182830186
Belarus,BLR,2018,26363.4629778536,26.227418804984,101.596010989492,139.393736250171,2.37627120733619,9438785.0,30.6288392446954,31.2656097096379,0.25,0.25,0.5625,0.1785714,0.1999999999999999,0.1043332999999999,0.4305555555555556,16.060337928156862,3.7268716350809314,859.4819933329018
Belarus,BLR,2019,26798.8206398076,27.034537426493,100.438744155791,130.850406102184,1.976861708457,9419758.0,30.3871172641745,31.737128716913,0.25,0.25,0.625,0.2857143,0.1999999999999999,0.0826667,0.4305555555555556,16.058320062361155,3.7172121395099627,435.3576619539999
Belarus,BLR,2020,26731.4953869922,25.3653466986551,100.575710351095,118.934176146534,2.27010267778425,9379952.0,30.5817046869511,31.3515556956682,0.25,0.0,0.125,0.2857143,0.175,0.0863333,0.4305555555555556,16.054085310308874,3.724313099405651,-67.32525281540075
Belarus,BLR,2021,27611.1801135157,22.5711362004534,100.42063921059,136.014167877476,1.76640687852003,9302585.0,30.4510261090272,32.144290729821,0.25,0.0,0.1875,0.2857143,0.175,0.0803333,0.3865740740740741,16.045802983986842,3.71208462229111,879.684726523501
Belarus,BLR,2022,26537.5083081674,19.4477162810143,99.0602032881737,120.024207576094,2.17745011943276,9228071.0,30.929820395535,33.0290955450834,0.125,0.0,0.0625,0.25,0.15,0.0663333,0.3564814814814814,16.037760700586045,3.722074920947952,-1073.6718053483019
Belarus,BLR,2023,27782.4380139967,22.555363377361,97.4265999006565,131.584674884961,2.74854001098901,9178298.0,30.980111095046,31.6950575540559,0.125,0.0,0.0625,0.25,0.15,0.0663333,0.3472222222222222,16.03235245130995,3.7357915044242533,1244.9297058293014
Belize,BLZ,2018,11451.8979413877,16.5822544455447,86.2833561409511,100.989214362975,5.33885311944147,380226.0,17.4865639335391,13.6672354461825,0.5,0.25,0.5625,0.3571429,0.375,0.625,0.4444444444444444,12.84852372177013,3.7957477254918017,-120.40285175839927
Belize,BLZ,2019,11765.9748661176,16.7569097918923,87.4526596660355,102.441856907677,3.94384011758557,385829.0,15.704656791782,14.0497462353602,0.5,0.25,0.5625,0.3571429,0.375,0.625,0.4444444444444444,12.863152136928242,3.7639056002815012,314.0769247298995
Belize,BLZ,2020,10045.1404163746,17.1569111592985,86.1886596150512,81.6431433128545,3.72214070775569,390812.0,15.6488071094067,16.2275294669346,0.5,0.25,0.5625,0.3571429,0.375,0.625,0.4444444444444444,12.87598446369473,3.7587504652338772,-1720.8344497430007
Belize,BLZ,2021,11716.3267818656,19.9353909263801,88.8215546932903,98.9824369429997,5.16738739330779,395346.0,15.8292980180791,16.9358302169145,0.5,0.25,0.5625,0.3571429,0.375,0.625,0.4444444444444444,12.887519139257307,3.791888120458154,1671.1863654910012
Belize,BLZ,2022,12565.3645829576,20.5192653485547,87.4381668552162,107.840250086037,4.95003696669658,402733.0,15.7456428488619,15.4868338744118,0.5,0.25,0.5625,0.3571429,0.375,0.625,0.4444444444444444,12.906031573372372,3.7869741671596673,849.0378010919994
Belize,BLZ,2023,12371.0086545348,20.5010076374772,83.619553808705,106.400505850771,0.525413666914349,411106.0,15.3822876739964,14.4095485383145,0.5,0.25,0.625,0.3571429,0.3999999999999999,0.625,0.4444444444444444,12.926608800228234,3.681302493838511,-194.35592842279948
Bolivia,BOL,2018,11920.3135079645,22.8232991121695,88.7218999579042,46.9261953417368,0.624547731622922,11508368.0,22.1517147048685,30.385489117214,0.25,0.25,0.375,0.2857143,0.2749999999999999,0.44,0.4583333333333333,16.258585067790193,3.683796582323454,165.05788837599903
Bolivia,BOL,2019,11930.9159145918,22.9142053369823,88.8235046622532,45.8209732749024,-0.44160551411852,11671386.0,23.394212695168,30.4627271604529,0.25,0.25,0.375,0.2857143,0.2749999999999999,0.4113332999999999,0.4583333333333333,16.27265084895707,3.656641545058611,10.602406627300297
Bolivia,BOL,2020,10285.6590750222,15.7937305332463,88.8672369779995,37.5164342446486,-2.66931283946252,11816299.0,20.1900673652984,27.2757447830119,0.25,0.25,0.25,0.2857143,0.2749999999999999,0.4193332999999999,0.4467592592592592,16.28499049217369,3.5974037740628666,-1645.2568395695998
Bolivia,BOL,2021,11202.4409836707,17.0431489901198,90.4144137410078,47.6670843158984,1.21888494970059,11937360.0,20.4315924973622,30.8437936181153,0.125,0.25,0.4375,0.2857143,0.2749999999999999,0.4049999999999999,0.4143518518518518,16.295183619724273,3.698620312133724,916.7819086484997
Bolivia,BOL,2022,11487.7148799194,17.380669631509,90.3729338176816,57.5249335789631,0.0122391923945909,12077154.0,20.5131377765208,32.0192722610323,0.125,0.25,0.4375,0.3,0.2222221999999999,0.317,0.4050925925925925,16.30682620948831,3.66829127522906,285.2738962487001
Bolivia,BOL,2023,11616.1575595159,17.7080563284576,91.3676827044767,49.6083255594597,0.458812480265399,12244159.0,20.1135460348867,29.7722060416097,0.125,0.25,0.3125,0.2857143,0.25,0.3066666999999999,0.4305555555555555,16.320559646587018,3.679623391489083,128.44267959649915
Brazil,BRA,2018,17917.7492122925,15.0969119559144,104.818481445312,28.876203376153,4.07858861807831,206107261.0,20.5300447836496,18.7490514527988,0.25,0.5,0.5625,0.4642856999999999,0.4499999999999999,0.4823332999999999,0.3888888888888888,19.143907280562598,3.7670259463113425,193.26925451100033
Brazil,BRA,2019,18018.62091495,15.4711697443353,103.667556762695,28.8902578697354,3.69267330426814,207455459.0,20.402627457781,18.7546275724707,0.25,0.5,0.5625,0.4642856999999999,0.4499999999999999,0.4786667,0.4351851851851852,19.15042722399188,3.7580632599342065,100.87170265749955
Brazil,BRA,2020,17327.5157248143,16.5610215624606,103.882659912109,32.3020785443492,2.59263784624068,208660842.0,20.2564807940549,19.5061183897524,0.25,0.5,0.625,0.4642856999999999,0.4499999999999999,0.4806667,0.4861111111111111,19.156220731061115,3.732065637664315,-691.1051901356986
Brazil,BRA,2021,18075.7060048757,17.9178490537897,106.298461914062,37.6563307592575,2.77979074096507,209550294.0,20.7334776442454,22.123475195366,0.25,0.5,0.625,0.4642856999999999,0.4499999999999999,0.4786667,0.4629629629629629,19.160474340112938,3.736536690455477,748.1902800614007
Brazil,BRA,2022,18554.0461828519,17.8004023929581,105.702369689941,38.8160659764321,3.86803201499441,210306415.0,20.4917034979733,22.8194568521446,0.25,0.5,0.5625,0.4642856999999999,0.4499999999999999,0.476,0.4548611111111111,19.1640761490045,3.76214583694232,478.3401779761989
Brazil,BRA,2023,19079.8122132253,16.4109751089246,105.702369689941,33.6662298301284,2.86383330702497,211140729.0,20.171570324784,22.1441739229749,0.25,0.5,0.625,0.4642856999999999,0.4499999999999999,0.5559999999999999,0.4166666666666667,19.168035435941462,3.7385379683284854,525.766030373401
Bhutan,BTN,2018,13854.8543977158,53.6036335285777,87.5722870683987,79.7397203296083,0.10255942689779,759759.0,13.0565054834771,35.2652134391702,0.75,0.5,0.875,0.5714286,0.6,0.51,0.4444444444444444,13.540757872916835,3.6705935987933502,372.51186968
Bhutan,BTN,2019,14555.1884045845,45.799679573097,90.6185575459377,76.1235167041505,0.475617042344246,764824.0,15.4470242005694,33.0939030506784,0.75,0.5,0.9375,0.5714286,0.6,0.51,0.4444444444444444,13.547402328469596,3.680047322323879,700.3340068686994
Bhutan,BTN,2020,12979.9369485824,38.5705348473916,89.7711428873908,71.8303510394637,-0.113401528947433,770006.0,14.8589590782678,31.7909765311756,0.75,0.5,0.875,0.5714286,0.6,0.5236666999999999,0.4444444444444444,13.554154884697635,3.665079767691411,-1575.251456002099
Bhutan,BTN,2021,13458.812666743,43.9896989488756,92.5248380307052,77.5824482709826,0.244983575408047,775442.0,15.6084488401987,31.6232724038612,0.75,0.5,0.8125,0.5357143,0.6,0.5236666999999999,0.4444444444444444,13.561189757930284,3.674213350904986,478.8757181605997
