pais,country_code,year,pib_per_capita_ppc,formacao_bruta_capital_fixo_percent_pib,matricula_ensino_secundario_percent,comercio_percent_pib,investimento_estrangeiro_direto_percent_pib,populacao_total,emprego_industria_percent_emprego_total,valor_agregado_industrial_percent_pib,wgi_control_corruption,wgi_gov_effectiveness,wgi_political_stability,wgi_regulatory_quality,wgi_rule_law,wgi_voice_accountability,icrg_qog,populacao_total_log,investimento_estrangeiro_direto_percent_pib_log,pib_per_capita_ppc_d1
Dominican Republic,DOM,2019,21451.286441995,24.9843138217951,81.8562360431581,50.912982200697,3.17366550445317,10894043.0,19.4627506924144,27.3564369481505,0.25,0.25,0.6875,0.5357143,0.5,0.4679999999999999,0.3611111111111111,16.203726775838106,3.7458814926109256,788.4378558419994
Dominican Republic,DOM,2020,19545.4099552943,24.8098538977154,80.0444119218853,44.7331613466756,3.13265976088131,11008300.0,19.477800410402,28.8243175766758,0.25,0.25,0.625,0.5357143,0.5,0.4606667,0.3611111111111111,16.21416018253143,3.744912680883628,-1905.8764867006976
Dominican Republic,DOM,2021,22053.4589869955,28.9495612066708,75.7044807816311,51.9500227303115,3.53154938314388,11123476.0,20.2514429711661,30.8689593199686,0.375,0.5,0.625,0.5357143,0.5,0.4649999999999999,0.3449074074074074,16.224568477768667,3.7542973373414794,2508.049031701201
Dominican Republic,DOM,2022,22986.95808105,29.9670054753193,76.5283197247412,54.3781976712844,3.56897098132173,11230734.0,19.454594768867,30.8255427451738,0.375,0.5,0.625,0.5,0.5,0.4629999999999999,0.3333333333333333,16.234164774261224,3.755173251402062,933.4990940544994
Dominican Republic,DOM,2023,23282.4895071054,28.9835484421124,75.4805556926418,49.8436131764417,3.94375586800192,11331265.0,19.1777587856683,29.3086832346831,0.375,0.5,0.625,0.5,0.5,0.4646667,0.3333333333333333,16.24307636550857,3.763903646280621,295.5314260554005
Algeria,DZA,2018,15343.4261222434,41.0086253013984,103.184272766113,52.4361676779223,0.753576088552125,42505035.0,31.1345205189608,35.3432586054084,0.25,0.25,0.375,0.1428571,0.35,0.2833333,0.4444444444444444,17.565133120992417,3.687033484426654,-84.23806722789959
Algeria,DZA,2019,15199.1989965639,39.8722500063772,103.184272766113,46.5068426081672,0.713947308015691,43294546.0,31.2172374163922,33.5743211841578,0.125,0.25,0.25,0.1071429,0.35,0.3003332999999999,0.4444444444444444,17.583537249707327,3.6860404414820507,-144.2271256794993
Algeria,DZA,2020,14194.1557479619,39.0898216851072,103.184272766113,40.3897565625388,0.693816014772836,44042091.0,31.2585868119024,30.0235803787213,0.125,0.25,0.25,0.1071429,0.35,0.2923332999999999,0.4444444444444444,17.600656370961218,3.685535600885365,-1005.043248602
Algeria,DZA,2021,14496.8654697299,35.1175035102881,103.184272766113,46.8370592599607,0.466728479682941,44761099.0,31.4964549563209,36.3214812457704,0.125,0.0,0.1875,0.1071429,0.325,0.2923332999999999,0.4282407407407407,17.61685001661988,3.6798231118074765,302.70972176800024
Algeria,DZA,2022,14782.2002970247,30.384790452886,104.550270080566,51.1900893683897,0.107187812155079,45477389.0,31.7765382666501,43.0521306240802,0.125,0.0,0.25,0.1071429,0.325,0.2886667,0.4340277777777778,17.632725837337066,3.670711436794706,285.33482729479874
Algeria,DZA,2023,15159.3242373415,32.7223686846894,101.264892578125,43.7397984507007,0.489819143410423,46164219.0,31.9607938815742,37.5476547378243,0.125,0.0,0.25,0.1071429,0.325,0.2886667,0.4583333333333333,17.647715597129306,3.68040546047119,377.12394031680014
Ecuador,ECU,2018,14083.5069982304,20.9884220968604,94.9748100922065,48.0093476154836,1.29342873266166,17049547.0,17.1698980538559,28.0147488586162,0.125,0.25,0.5625,0.25,0.375,0.4589999999999999,0.4166666666666667,16.651634251078466,3.7004641409266354,-95.64675210010137
Ecuador,ECU,2019,13870.4895118068,20.6549277978524,93.8371637137576,48.0828494933307,0.915058228783613,17340021.0,15.9356109804885,26.6504631266844,0.125,0.25,0.4375,0.3214286,0.3999999999999999,0.4609999999999999,0.4560185185185185,16.668527798058655,3.6910698400388675,-213.01748642359962
Ecuador,ECU,2020,12440.3263747814,17.9954424258669,93.9849491291463,43.9893109378389,1.16754746598289,17546065.0,15.8813976565229,23.9811344799811,0.125,0.25,0.4375,0.3571429,0.3999999999999999,0.4543333,0.4722222222222222,16.680340323204483,3.697348507727001,-1430.1631370254
Ecuador,ECU,2021,13507.4445638375,19.2305887994517,94.5899282617776,53.261275610573,0.607511454080008,17682454.0,16.830302541646,27.3494898826986,0.125,0.25,0.375,0.4642856999999999,0.475,0.4403333,0.5046296296296297,16.68808346300003,3.683368413392171,1067.1181890561002
Ecuador,ECU,2022,14186.6388544625,20.5795493948707,94.1335305764161,61.880792818786,0.759467924339618,17823897.0,17.3465369312639,29.5835905417542,0.125,0.25,0.375,0.4642856999999999,0.375,0.4396666999999999,0.5,16.696050699071588,3.687181041589122,679.1942906250006
Ecuador,ECU,2023,14343.0190134813,19.8518103497966,92.8118025876465,56.9977535649091,0.39702767894988,17980083.0,17.4666997356192,27.5754259552504,0.125,0.25,0.5,0.4642856999999999,0.3,0.4303333,0.5,16.704775258854454,3.6780631915051276,156.38015901879953
"Egypt, Arab Rep.",EGY,2018,14488.2094340483,18.4089837555184,76.9816189396849,45.9110196733959,3.10040077579187,105682094.0,26.8593593833445,35.3298750589345,0.375,0.25,0.625,0.3571429,0.475,0.2786667,0.4444444444444444,18.475946041978823,3.744149862025897,469.8488405952994
"Egypt, Arab Rep.",EGY,2019,15026.5682438097,18.7723373838456,77.9093978841525,41.1240171551108,2.82732944960686,107553158.0,28.6055622940128,35.8254244102931,0.25,0.25,0.5625,0.3571429,0.475,0.2686667,0.4756944444444444,18.49349578563159,3.7376692059911156,538.3588097613992
"Egypt, Arab Rep.",EGY,2020,15309.2359881702,16.958684133537,79.6544750074231,32.1262555667523,1.52462948997172,109315124.0,28.4964384837714,32.3694442999707,0.125,0.25,0.5625,0.3928570999999999,0.4499999999999999,0.2643333,0.4861111111111111,18.509745324176897,3.706161326683987,282.66774436050036
"Egypt, Arab Rep.",EGY,2021,15579.0160861551,16.285212588735,81.8833487066739,29.8569734808122,1.20617861055665,110957008.0,28.3550846188215,31.1876357851451,0.125,0.25,0.5625,0.4285714,0.475,0.2643333,0.4861111111111111,18.524653377947843,3.6983056834092483,269.78009798489984
"Egypt, Arab Rep.",EGY,2022,16360.3907750364,18.0439910742748,81.8833487066739,36.9831048772713,2.39118080969079,112618250.0,28.6423937858317,32.7114314313038,0.125,0.25,0.5625,0.4285714,0.475,0.2643333,0.4861111111111111,18.53951434756893,3.727230415195712,781.3746888813002
"Egypt, Arab Rep.",EGY,2023,16691.387399222,15.1318510349174,84.474862198776,40.4504007720031,2.48546398363597,114535772.0,29.199388245451,32.7344752545444,0.125,0.25,0.4375,0.4642856999999999,0.475,0.2643333,0.4699074074074074,18.55639776011072,3.729496240806699,330.9966241856
Eritrea,ERI,2008,6702.94533358778,12.7135404800139,51.3945808410645,30.5609500494496,2.82570036794966,2816327.0,12.6614216422935,25.9146824489119,0.25,0.25,0.5,0.0714286,0.175,0.077,0.4444444444444444,14.850944466749846,3.7376304175643575,0.0
Eritrea,ERI,2009,6702.94533358778,9.26379597839317,51.8130187988281,27.9721416148149,4.9011804838025,2887885.0,12.6602374734026,21.8193391437224,0.25,0.25,0.5,0.0714286,0.175,0.077,0.4444444444444444,14.876035304531538,3.7858662666275222,0.0
Eritrea,ERI,2010,6702.94533358778,12.3854014927083,51.5608596801758,37.4714654565691,5.72501513985957,2945186.0,12.9710900862286,21.8193391437224,0.25,0.25,0.4375,0.0714286,0.175,0.077,0.4444444444444444,14.895682870505256,3.8043858640898502,0.0
Eritrea,ERI,2011,6702.94533358778,12.626317662696,51.8398818969727,47.3937901188684,1.8886183675912,2998485.0,13.0701119942448,21.8193391437224,0.25,0.25,0.4375,0.0714286,0.175,0.078,0.4444444444444444,14.913618052578634,3.7150653804661737,0.0
Ethiopia,ETH,2018,2311.16511659606,34.1629551124182,33.9114221981431,31.1993689777881,4.03228222144798,112664152.0,7.14669553645701,27.3057073050799,0.25,0.25,0.25,0.25,0.425,0.2783333,0.4861111111111111,18.53992185387941,3.7659547353811273,88.33687178224
Ethiopia,ETH,2019,2437.97046055952,35.2639756254811,33.9114221981431,28.8152939288346,2.77536541541531,115737383.0,6.89019604264211,24.8223642571985,0.25,0.25,0.25,0.25,0.425,0.2813333,0.5243055555555556,18.566834251469874,3.736431200559106,126.80534396345956
Ethiopia,ETH,2020,2516.54907642544,30.5789686594943,33.9114221981431,24.0061143401794,2.42792592797614,118917671.0,6.62580074870799,23.102295222549,0.25,0.25,0.0625,0.25,0.425,0.2793333,0.5555555555555556,18.593941979716885,3.7281140893361284,78.57861586592026
Ethiopia,ETH,2021,2588.41310215884,28.0252954109363,33.9114221981431,24.3450574647644,3.90520609771909,122138588.0,6.3072982108345,21.8500262615029,0.25,0.25,0.0,0.25,0.35,0.1933332999999999,0.5416666666666666,18.62066693337552,3.763009160520638,71.86402573340001
Ethiopia,ETH,2022,2655.59276743729,25.3422268254436,33.9114221981431,26.5954996967313,2.9803331590978,125384287.0,6.32590791161094,22.7175269590867,0.25,0.25,0.0,0.25,0.35,0.189,0.5277777777777778,18.646893883257192,3.7413055334972025,67.1796652784501
Ethiopia,ETH,2023,2757.95923634026,22.1694039604718,33.9114221981431,20.5982015072652,2.40146315358044,128691692.0,6.36148510906765,24.483682223713,0.25,0.25,0.0625,0.25,0.35,0.1956667,0.5231481481481481,18.672930125028664,3.7274777714003986,102.3664689029697
Fiji,FJI,2018,13100.0959551236,21.8987965722319,92.0806759919252,67.73172747836325,8.40038118168196,917180.0,11.9299828262934,15.5373182374238,0.6666667,0.8333332999999999,0.8333332999999999,0.6111111,0.7222221999999999,0.585,0.4444444444444444,13.729060114531087,3.8622660968437668,502.7684888471995
Fiji,FJI,2019,13056.3310937089,21.8987965722319,91.8760588497548,67.73172747836325,6.02971795135456,914899.0,11.8556470127107,17.0371781659464,0.6666667,0.8333332999999999,0.8333332999999999,0.6111111,0.8333332999999999,0.585,0.4444444444444444,13.726570048667627,3.811149545317894,-43.764861414698316
Fiji,FJI,2020,10812.0355014178,21.8987965722319,91.541633605957,67.73172747836325,5.66217121930221,914963.0,11.6626328340103,18.7117601509417,0.6666667,0.8333332999999999,0.8333332999999999,0.6111111,0.8333332999999999,0.572,0.4444444444444444,13.726639999221357,3.802985169004895,-2244.2955922911005
Fiji,FJI,2021,10322.4279638854,21.8987965722319,93.95505855048,67.73172747836325,9.85590435372296,916711.0,11.7749980184184,18.1141496835627,0.6666667,0.8333332999999999,0.8333332999999999,0.6111111,0.8333332999999999,0.572,0.4444444444444444,13.728548634297264,3.8924029362592565,-489.6075375323999
Fiji,FJI,2022,12118.3182710082,21.8987965722319,95.3068339697491,67.73172747836325,2.08084502833913,919422.0,12.3771391022036,17.7938183842384,0.6666667,0.8333332999999999,0.8333332999999999,0.6111111,0.8333332999999999,0.572,0.4444444444444444,13.73150157835635,3.7197359155475302,1795.8903071227996
Fiji,FJI,2023,13194.8047570404,21.8987965722319,98.540177642079,67.73172747836325,1.65373894455648,924145.0,12.5827832790845,17.2796027005972,0.6666667,0.8333332999999999,0.8333332999999999,0.6111111,0.8333332999999999,0.572,0.4444444444444444,13.736625346799777,3.7093287394062333,1076.4864860321995
,FSM,2012,3600.327087153263,21.8987965722319,87.2520217895508,104.68980190868074,6.43620509110735,109066.22222222222,17.54337425910035,5.795849229836602,0.7592592333333333,0.6296296555555555,0.9567900888888888,0.5895062,0.7993827333333333,0.75,0.4444444444444444,11.599654270978565,3.8201019591722045,-12.238186787166796
,FSM,2013,3588.088900366097,21.8987965722319,87.2520217895508,106.16757964173387,6.43620509110735,108731.11111111111,17.54337425910035,5.8858727020207455,0.7962962666666666,0.6481481777777778,0.9506172444444444,0.5725309,0.7885802666666666,0.75,0.4444444444444444,11.596604981653263,3.8201019591722045,-12.238186787166342
"Micronesia, Fed. Sts.",FSM,2014,3575.85071357893,21.8987965722319,87.2520217895508,107.645357374787,6.43620509110735,108396.0,17.54337425910035,5.97589617420489,0.8333332999999999,0.6666667,0.9444444,0.5555555999999999,0.7777778,0.75,0.4444444444444444,11.593555692327962,3.8201019591722045,-12.238186787166796
Gabon,GAB,2018,19225.5982575261,19.2582324284114,49.4348793029785,77.0365976973024,8.17598940777917,2212318.0,15.8303247201202,47.1270856238547,0.25,0.25,0.4375,0.2857143,0.3999999999999999,0.3703333,0.4027777777777777,14.609551844608168,3.857538152735478,-330.10962544909853
Gabon,GAB,2019,19491.4067631986,21.8987965722319,70.2639966402203,73.4280894486644,9.20409837955739,2267706.0,16.2670982028788,47.6788640928906,0.25,0.25,0.4375,0.25,0.3999999999999999,0.3703333,0.4027777777777777,14.634279746771677,3.879019359762723,265.80850567249945
Gabon,GAB,2020,18681.4840738985,19.8634691076218,70.2639966402203,70.1140546466012,11.1881442291265,2322539.0,16.76803361381,41.6943815013115,0.25,0.25,0.4375,0.25,0.3999999999999999,0.368,0.4027777777777777,14.658171972342057,3.9192130443019337,-809.9226893000996
Gabon,GAB,2021,18523.5798032193,17.4565506184958,70.2639966402203,85.3483122054007,7.86436710820957,2376722.0,17.4008499694199,50.0677458030335,0.25,0.5,0.375,0.25,0.3999999999999999,0.3633332999999999,0.4444444444444444,14.681233206106262,3.850934958521438,-157.90427067919882
Gabon,GAB,2022,18662.0497970621,16.0269404879583,70.2639966402203,92.0630888500131,5.40389729406011,2430747.0,17.8667950153021,56.1297414412736,0.25,0.5,0.375,0.25,0.3999999999999999,0.3633332999999999,0.4328703703703704,14.703709586880246,3.797207947848262,138.46999384279843
Gabon,GAB,2023,18701.4227766897,18.0760661101408,70.2639966402203,91.478653318692,5.93517225575899,2484789.0,18.2791046275334,53.8697961936404,0.25,0.25,0.3125,0.25,0.375,0.3226667,0.4166666666666667,14.725698706899692,3.8090557456448377,39.3729796275984
Georgia,GEO,2018,17228.6790847503,24.7927533389166,111.616827005361,109.847740556266,7.28401976586955,3726549.0,13.5875030515929,20.9042764578834,0.625,0.5,0.5,0.7857143,0.575,0.5166666999999999,0.4444444444444444,15.130993430629678,3.8385201147908803,991.0548617227996
Georgia,GEO,2019,18186.8816465807,23.9627957205486,111.900853903077,117.810080239714,7.92523222582948,3720161.0,13.4255040054502,20.0073713952459,0.625,0.5,0.5,0.7857143,0.575,0.514,0.4444444444444444,15.129277773688223,3.852228105321403,958.2025618303996
Georgia,GEO,2020,17031.1440283426,22.2328094559039,108.06699476725,92.8910841752194,3.47997036066188,3722716.0,13.4160549750685,21.0709552310751,0.625,0.5,0.5,0.7857143,0.575,0.5103333,0.4444444444444444,15.129964335998416,3.7530887865776106,-1155.7376182380976
Georgia,GEO,2021,18915.6534005263,20.7580923522825,106.201856681079,101.60090754891,6.84360165773215,3708610.0,13.8556252251714,21.0675612607865,0.625,0.5,0.4375,0.7857143,0.5499999999999999,0.504,0.4444444444444444,15.126167970949865,3.828994701283828,1884.5093721836965
Georgia,GEO,2022,20966.5280391134,19.7501572879495,103.710205488304,114.695437688718,9.03652531888906,3712502.0,14.9551167072554,21.329779714521,0.625,0.5,0.4375,0.75,0.5499999999999999,0.5066667,0.4444444444444444,15.127216870173573,3.875549429338767,2050.874638587102
Georgia,GEO,2023,22590.5293649146,21.4600701499044,103.183588288651,107.151179161579,6.86202066832702,3715483.0,16.1027578488239,18.8799548618776,0.625,0.5,0.5625,0.75,0.5499999999999999,0.5066667,0.4444444444444444,15.128019510285904,3.8293948930272887,1624.0013258012004
Ghana,GHA,2018,6234.51208201488,21.1990937450982,68.2222557975165,67.9585174644902,4.4440435772374,30637585.0,16.7729964266253,31.1777436281076,0.5,0.25,0.75,0.4285714,0.4499999999999999,0.471,0.5092592592592592,17.23773811383211,3.775440031435651,240.8812299041101
Ghana,GHA,2019,6508.24652305901,18.0381936845263,71.1877006008423,76.824802732152,5.67619931009197,31258945.0,16.079355392756,31.1077243700312,0.5,0.25,0.75,0.4285714,0.4499999999999999,0.471,0.513888888888889,17.257816165178674,3.8032980038790614,273.7344410441292
Ghana,GHA,2020,6412.68541762469,17.6607471070578,74.0102186341371,66.5754987162431,2.67937438514205,31887809.0,15.2083269307954,29.8767542337189,0.5,0.25,0.75,0.4285714,0.4499999999999999,0.4666667,0.513888888888889,17.277734363062724,3.7341402454455674,-95.56110543431987
Ghana,GHA,2021,6607.50297378321,16.7536504450636,76.2084742091088,62.7078309128346,3.18633188953992,32518665.0,14.3801881829934,28.4050146696866,0.5,0.25,0.6875,0.3928570999999999,0.4499999999999999,0.4666667,0.513888888888889,17.297324820892296,3.7461805620812805,194.81755615852035
Ghana,GHA,2022,6728.45414012286,16.2045835595444,77.8168696801948,70.1154557958907,1.93240124339233,33149152.0,17.7080076701949,31.470050505779,0.5,0.25,0.625,0.3928570999999999,0.4499999999999999,0.4643333,0.513888888888889,17.31652772374182,3.7161310939289556,120.95116633964972
Ghana,GHA,2023,6808.53775165029,9.86731842368043,77.8168696801948,64.3878615281647,1.63794208213468,33787914.0,17.6354156979607,29.4666223817331,0.5,0.25,0.625,0.3928570999999999,0.4499999999999999,0.4599999999999999,0.513888888888889,17.33561375214032,3.7089417368206727,80.08361152743055
Guinea,GIN,2018,3455.64512638662,19.4674095479671,38.5548782348633,88.984111543709,2.97511256265365,12704774.0,14.1681797457166,33.3410014345781,0.0,0.0,0.4375,0.2142857,0.15,0.2713333,0.3819444444444444,16.35748846501642,3.7411816770353035,122.87936488131027
Guinea,GIN,2019,3557.46233883145,17.7992411069131,38.5548782348633,78.4153132285974,0.330286821832839,13034346.0,14.1728850195933,29.390798702636,0.125,0.0,0.4375,0.2142857,0.15,0.2713333,0.3611111111111111,16.383098508199232,3.676375100933495,101.81721244482969
Guinea,GIN,2020,3630.99330577677,16.5753868932617,38.5548782348633,115.765259518929,1.25171292113785,13371183.0,14.0111095502483,28.5122742669412,0.125,0.0,0.3125,0.2142857,0.175,0.2693333,0.3611111111111111,16.40861250162694,3.699432725816682,73.53096694531996
Guinea,GIN,2021,3738.8051255133,15.0225263582253,38.5548782348633,115.195532789356,1.15770496278309,13710513.0,13.8623355759881,28.8210712335353,0.125,0.0,0.25,0.1428571,0.175,0.2426666999999999,0.3611111111111111,16.4336735417183,3.6971044904948607,107.8118197365302
Guinea,GIN,2022,3792.01068836277,15.2174954505447,38.5548782348633,94.1652726931221,3.30630355394451,14055137.0,13.7049089780187,26.5029300686511,0.125,0.0,0.1875,0.1428571,0.175,0.244,0.3611111111111111,16.45849858084447,3.749008818912425,53.20556284946997
Guinea,GIN,2023,3904.82395527998,24.5016113588117,38.5548782348633,95.829526758227,5.86822813302221,14405468.0,13.9586503818969,25.7306393241004,0.125,0.0,0.1875,0.1428571,0.15,0.157,0.3611111111111111,16.483118484110296,3.807570552182254,112.81326691721006
"Gambia, The",GMB,2018,2651.43281455826,20.8784242569263,45.5351409912109,64.8124640003735,4.89653501762191,2399632.0,17.1880733872082,17.3104257988738,0.25,0.0,0.5625,0.2857143,0.4499999999999999,0.477,0.4490740740740741,14.690826366958563,3.7857608591640366,118.2459774555
"Gambia, The",GMB,2019,2750.82132179634,24.6538431612228,45.5351409912109,55.9979116186993,3.9194379121789,2456844.0,17.4547010057144,17.2826008332323,0.375,0.0,0.5625,0.2857143,0.4499999999999999,0.4776667,0.4907407407407407,14.714388564450285,3.7633394801856777,99.38850723807991
"Gambia, The",GMB,2020,2702.31919474482,32.34205468872,45.5351409912109,47.3955201736291,10.4612755737217,2515733.0,17.6043781769513,16.8536853891411,0.375,0.0,0.625,0.2857143,0.4499999999999999,0.483,0.5,14.73807516784293,3.904674648421553,-48.50212705151989
"Gambia, The",GMB,2021,2777.79620978324,30.3707902499395,107.027125590442,42.0979827971754,12.5026201279668,2576010.0,17.9232462636026,15.8821231471213,0.375,0.0,0.625,0.2857143,0.4499999999999999,0.4803332999999999,0.4918981481481481,14.7617526363836,3.94497939557975,75.47701503842018
"Gambia, The",GMB,2022,2863.18049829859,28.6236492072635,107.027125590442,44.7219215369466,10.4995860985808,2636470.0,18.2635887908702,15.5889695262957,0.375,0.0,0.5625,0.2857143,0.425,0.4823332999999999,0.5416666666666666,14.784951838461103,3.9054462123128397,85.38428851534991
"Gambia, The",GMB,2023,2963.59873325179,27.4459749812404,107.027125590442,39.9620173231694,8.62799548703865,2697845.0,18.5957910014514,16.4224206331674,0.375,0.0,0.4375,0.2857143,0.4499999999999999,0.4823332999999999,0.5671296296296297,14.80796423480274,3.867039210977718,100.41823495319977
Guinea-Bissau,GNB,2018,2373.50158144916,19.0211737666785,34.3966407775879,55.0195890357005,1.32316927565873,1922168.0,7.20818355985436,16.3705721944585,0.1666667,0.375,0.5454545,0.4642856999999999,0.4940476,0.1979999999999999,0.3194444444444445,14.468964793887201,3.701198820885736,31.086315734889922
Guinea-Bissau,GNB,2019,2442.10663731324,23.902887581908,34.3966407775879,49.9435101361017,4.48925285290298,1967696.0,9.17969691726914,15.6395774663519,0.25,0.5,0.5606061,0.4642856999999999,0.4940476,0.263,0.3715277777777778,14.492374381326119,3.776476007682008,68.60505586407999
Guinea-Bissau,GNB,2020,2455.85606168546,25.4094332114867,34.3966407775879,42.8853856881523,1.23102714227173,2013255.0,9.21674144622753,12.3946500505351,0.3333333,0.5,0.5757576,0.4642856999999999,0.4940476,0.263,0.4166666666666667,14.515263869909155,3.6989208792434844,13.749424372220346
Guinea-Bissau,GNB,2021,2522.76764302521,21.3049147760176,34.3966407775879,44.8094556831993,0.971111377767191,2058841.0,9.36928000377889,11.8051837232973,0.3333333,0.5,0.5757576,0.5267857,0.5654762,0.625,0.4166666666666667,14.5376542467858,3.692467126013046,66.91158133974977
Guinea-Bissau,GNB,2022,2603.24022588591,21.1250294068297,34.3966407775879,45.7584952252858,1.16465840634171,2105529.0,9.60898554414764,12.6807194794454,0.4166667,0.5,0.5454545,0.5267857,0.4940476,0.5833332999999999,0.4212962962962963,14.560077774879668,3.697276887778428,80.47258286070019
Guinea-Bissau,GNB,2023,2693.77665018683,21.4558902770576,34.3966407775879,40.4745452891609,1.18124925655384,2153339.0,9.65075088317818,15.0852922451244,0.4166667,0.5,0.5909091,0.5982143,0.4940476,0.5416667,0.4305555555555556,14.582530683061115,3.697688106041149,90.53642430091986
Equatorial Guinea,GNQ,2019,18446.5916579681,11.3929818569737,17.7594795227051,94.8787924253545,7.22811929659373,1670177.0,10.2645988527882,52.0754100364789,0.0,0.0,0.4375,0.1428571,0.25,0.064,0.4444444444444444,14.328440765539312,3.837316108462486,-1718.8878970926016
Equatorial Guinea,GNQ,2020,17089.153726379,7.55519736848281,17.7594795227051,77.9278846441807,-0.0916985922610923,1716468.0,10.0989325086856,45.4054105758078,0.0,0.0,0.4375,0.1071429,0.25,0.064,0.4444444444444444,14.355779831710974,3.665635254764174,-1357.4379315890983
Equatorial Guinea,GNQ,2021,16821.4486470413,8.0569099526607,17.7594795227051,76.9666485998527,4.59725955429429,1758786.0,10.3184458589864,50.201792113968,0.0,0.0,0.4375,0.1071429,0.25,0.064,0.4444444444444444,14.380134924858247,3.7789466587040494,-267.70507933770205
Equatorial Guinea,GNQ,2022,16932.7706827155,7.57452706152852,17.7594795227051,81.8130161368099,10.1419330984832,1803545.0,10.4557138479663,56.2109990617836,0.0,0.0,0.4375,0.1071429,0.1999999999999999,0.064,0.4444444444444444,14.405265284961091,3.898219906103621,111.3220356742022
Equatorial Guinea,GNQ,2023,15688.2384192658,9.3108984864249,17.7594795227051,61.443281519042,1.14918183344023,1847549.0,10.1187978276969,46.5038081676499,0.0,0.0,0.4375,0.1071429,0.1999999999999999,0.064,0.4444444444444444,14.42937099503774,3.6968931353157983,-1244.5322634497024
Grenada,GRD,2018,16964.852001696,21.8987965722319,110.379410343161,67.73172747836325,15.9441349586327,115691.0,17.54337425910035,13.4331770166911,0.5,0.5833332999999999,0.8888889,0.6111111,0.7222221999999999,0.625,0.4444444444444444,11.65868676645238,4.009454355645465,673.3625390980997
,GRD,2019,15806.2985700918,21.8987965722319,107.339039761146,67.73172747836325,14.74205024595425,116016.0,17.54337425910035,13.26366877570225,0.5,0.5833332999999999,0.91666665,0.6388889,0.75,0.625,0.4444444444444444,11.661488087380643,3.9871546139159992,-1158.5534316041994
Grenada,GRD,2020,14647.7451384876,21.8987965722319,104.298669179131,67.73172747836325,13.5399655332758,116341.0,17.54337425910035,13.0941605347134,0.5,0.5833332999999999,0.9444444,0.6666667,0.7777778,0.625,0.4444444444444444,11.664289408308909,3.9648548721865335,-1158.5534316041994
Grenada,GRD,2021,15290.250903138,21.8987965722319,100.989177237286,67.73172747836325,13.5644762706271,116688.0,17.54337425910035,14.5039603960396,0.5,0.5833332999999999,0.9444444,0.7222221999999999,0.7777778,0.625,0.4444444444444444,11.667267555048804,3.9653197521543735,642.5057646503992
Guatemala,GTM,2018,11192.372055508,13.6958970967354,54.0797647125185,47.0116852699223,1.25790065429015,16845685.0,19.1001332174528,21.4264352094944,0.125,0.0,0.5,0.5,0.2249999999999999,0.2699999999999999,0.4444444444444445,16.6396051582441,3.6995857834948307,186.91265784270036
Guatemala,GTM,2019,11466.3765822795,14.3792899434873,52.5563883982916,45.5167341512863,1.51707073546928,17103803.0,19.0548219111593,21.9422533815816,0.125,0.0,0.5,0.5,0.2249999999999999,0.2586666999999999,0.4583333333333333,16.654811452873542,3.7059755782499004,274.0045267714995
Guatemala,GTM,2020,11097.15041153,13.7024597669997,51.7956964848587,41.1407594507716,1.29230382378627,17357325.0,20.3516731906663,22.3294622105607,0.0,0.0,0.3125,0.5,0.2249999999999999,0.249,0.4768518518518518,16.669525223074228,3.7004363417314434,-369.22617074949994
Guatemala,GTM,2021,11825.141273764,16.1331176381121,48.157456034521,49.2611494576228,4.19448571319716,17598650.0,22.0669540029195,22.2420507236704,0.0,0.0,0.3125,0.5,0.2249999999999999,0.2373333,0.4699074074074074,16.683332809343522,3.769701987198104,727.9908622340008
Guatemala,GTM,2022,12147.9309684074,16.7048899065371,45.8926232164663,54.4310384820058,1.51615526851124,17847877.0,22.0126462295142,22.6306600546867,0.0,0.0,0.3125,0.5,0.2249999999999999,0.2393333,0.4398148148148148,16.697395179571366,3.7059530792706177,322.78969464339934
Guatemala,GTM,2023,12384.948508094,16.3409859224031,47.3762534803949,48.2970707467356,1.58123029170621,18124838.0,22.5148985440343,22.3064386213323,0.0,0.0,0.3125,0.5,0.2249999999999999,0.2323333,0.4328703703703704,16.71279387590694,3.707551136393317,237.01753968659978
Honduras,HND,2018,6219.27973775059,24.7473556145833,51.0120391845703,103.551162215452,5.99386120691106,9765210.0,22.5927521884182,26.5924587973715,0.125,0.25,0.4375,0.5,0.2749999999999999,0.3543332999999999,0.4027777777777777,16.094336729842368,3.8103559813367376,119.67238855645064
Honduras,HND,2019,6264.01884276715,22.8046970698247,64.3524169921875,99.4599779937589,3.83846408231678,9943633.0,23.6811605751856,26.7243168964313,0.125,0.25,0.4375,0.5,0.2749999999999999,0.3473333,0.4143518518518518,16.112443105381082,3.761458624520041,44.73910501655973
Honduras,HND,2020,5603.26398377777,18.2840692088973,58.4268999434804,88.0008563836292,1.0106822391556,10119640.0,23.5597461851845,25.357857215276,0.125,0.25,0.4375,0.5,0.2749999999999999,0.3453333,0.4097222222222221,16.129988746886067,3.693452369213595,-660.7548589893804
Honduras,HND,2021,6202.98078812037,22.666191471429,54.5046566571526,103.372643459918,2.84361329738544,10289877.0,24.8544782226564,25.8201593146773,0.125,0.25,0.3125,0.5,0.2749999999999999,0.3366667,0.4004629629629629,16.146671251568907,3.7380568416719413,599.7168043426
